Step,Time (s),C8H20O4SI (mol/cm3),Err,C6H16O4SI (mol/cm3),Err,C4H12O4SI (mol/cm3),Err,C2H8O4SI (mol/cm3),Err,H4O4SI (mol/cm3),Err,C6H16O4SI2 (mol/cm3),Err,C4H12O4SI2 (mol/cm3),Err,C2H8O4SI2 (mol/cm3),Err,H2 (mol/cm3),Err,H2O (mol/cm3),Err,H (mol/cm3),Err,CH4 (mol/cm3),Err,CH3 (mol/cm3),Err,CH2 (mol/cm3),Err,CH (mol/cm3),Err,CO (mol/cm3),Err,C2H (mol/cm3),Err,C2H2 (mol/cm3),Err,C2H3 (mol/cm3),Err,C2H4 (mol/cm3),Err,C2H5OH (mol/cm3),Err,C2H5 (mol/cm3),Err,H2CCCH (mol/cm3),Err,C3H2 (mol/cm3),Err,CH2(S) (mol/cm3),Err,C3H6 (mol/cm3),Err,AC3H5 (mol/cm3),Err,PC3H5 (mol/cm3),Err,N2 (mol/cm3),Err,T (K),Err,Density (mol/cm3),Err,Pressure (Pa),Err
35,0.0525,3.29626e-27,0,6.38579e-16,0,1.05779e-13,0,1.73628e-12,0,5.15343e-13,0,6.88536e-17,0,2.55496e-14,0,6.70266e-13,0,5.07304e-13,0,5.28445e-10,0,8.00114e-17,0,7.09745e-23,0,8.03663e-23,0,3.03015e-24,0,2.30121e-23,0,0,0,2.45128e-22,0,5.07344e-13,0,1.07821e-18,0,1.03561e-09,0,4.63291e-19,0,4.48604e-19,0,5.23113e-26,0,1.55123e-23,0,2.66291e-26,0,9.86624e-25,0,7.72696e-23,0,2.54754e-30,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
36,0.054,2.31617e-27,0,4.4849e-16,0,8.37231e-14,0,1.47492e-12,0,4.24376e-13,0,4.50723e-17,0,1.92751e-14,0,5.47693e-13,0,5.24632e-13,0,5.30629e-10,0,8.27404e-17,0,7.70387e-23,0,8.5956e-23,0,3.1362e-24,0,2.38102e-23,0,0,0,2.67964e-22,0,5.24673e-13,0,1.11452e-18,0,1.03604e-09,0,4.80512e-19,0,4.64095e-19,0,5.84174e-26,0,1.73247e-23,0,2.75609e-26,0,1.08989e-24,0,8.27488e-23,0,2.91382e-30,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
37,0.0555,1.62735e-27,0,3.14986e-16,0,6.62509e-14,0,1.25172e-12,0,3.93411e-13,0,2.95049e-17,0,1.45394e-14,0,4.47182e-13,0,5.41969e-13,0,5.32773e-10,0,8.54704e-17,0,8.34236e-23,0,9.17359e-23,0,3.24229e-24,0,2.45688e-23,0,0,0,2.92149e-22,0,5.42011e-13,0,1.1508e-18,0,1.03639e-09,0,4.97346e-19,0,4.7957e-19,0,6.50502e-26,0,1.926e-23,0,2.84933e-26,0,1.20008e-24,0,8.84188e-23,0,3.31885e-30,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
38,0.057,1.14331e-27,0,2.21222e-16,0,5.24144e-14,0,1.06138e-12,0,3.14169e-13,0,1.93142e-17,0,1.09659e-14,0,3.64852e-13,0,5.59313e-13,0,5.34714e-10,0,8.82014e-17,0,9.01369e-23,0,9.77059e-23,0,3.34841e-24,0,2.52868e-23,0,0,0,3.17713e-22,0,5.59357e-13,0,1.18705e-18,0,1.03668e-09,0,5.13797e-19,0,4.95033e-19,0,7.22408e-26,0,2.13191e-23,0,2.94259e-26,0,1.31741e-24,0,9.42795e-23,0,3.76533e-30,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
39,0.0585,8.03197e-28,0,1.5537e-16,0,4.14604e-14,0,8.99264e-13,0,2.89052e-13,0,1.26433e-17,0,8.26987e-15,0,2.97481e-13,0,5.76663e-13,0,5.36388e-10,0,9.09331e-17,0,9.7186e-23,0,1.03865e-22,0,3.45457e-24,0,2.59639e-23,0,0,0,3.44687e-22,0,5.76708e-13,0,1.22327e-18,0,1.03692e-09,0,5.29861e-19,0,5.10483e-19,0,8.00215e-26,0,2.35023e-23,0,3.03587e-26,0,1.44208e-24,0,1.00331e-22,0,4.25604e-30,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
40,0.06,5.64233e-28,0,1.0912e-16,0,3.27905e-14,0,7.61342e-13,0,2.66476e-13,0,8.27644e-18,0,6.23608e-15,0,2.42403e-13,0,5.94019e-13,0,5.37813e-10,0,9.36654e-17,0,1.04578e-22,0,1.10214e-22,0,3.56073e-24,0,2.65999e-23,0,0,0,3.731e-22,0,5.94065e-13,0,1.25946e-18,0,1.03712e-09,0,5.45534e-19,0,5.25922e-19,0,8.84256e-26,0,2.58095e-23,0,3.12917e-26,0,1.57431e-24,0,1.06572e-22,0,4.79387e-30,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
41,0.0615,3.96349e-28,0,7.66378e-17,0,2.59299e-14,0,6.4413e-13,0,2.1972e-13,0,5.41785e-18,0,4.70208e-15,0,1.97412e-13,0,6.11379e-13,0,5.38969e-10,0,9.63983e-17,0,1.12321e-22,0,1.16752e-22,0,3.66691e-24,0,2.7195e-23,0,0,0,4.02982e-22,0,6.11427e-13,0,1.29562e-18,0,1.03728e-09,0,5.60809e-19,0,5.41352e-19,0,9.74871e-26,0,2.82406e-23,0,3.22248e-26,0,1.71429e-24,0,1.13005e-22,0,5.38177e-30,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
42,0.063,2.78408e-28,0,5.38247e-17,0,2.05023e-14,0,5.44615e-13,0,1.47294e-13,0,3.54659e-18,0,3.54518e-15,0,1.60688e-13,0,6.28744e-13,0,5.39945e-10,0,9.91315e-17,0,1.20421e-22,0,1.23479e-22,0,3.77309e-24,0,2.77498e-23,0,0,0,4.3436e-22,0,6.28793e-13,0,1.33177e-18,0,1.03741e-09,0,5.75684e-19,0,5.56772e-19,0,1.07241e-25,0,3.07949e-23,0,3.31579e-26,0,1.86225e-24,0,1.19627e-22,0,6.02283e-30,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
43,0.0645,1.95557e-28,0,3.78024e-17,0,1.62089e-14,0,4.60203e-13,0,1.49765e-13,0,2.32163e-18,0,2.67276e-15,0,1.30733e-13,0,6.46112e-13,0,5.40928e-10,0,1.01865e-16,0,1.28887e-22,0,1.30394e-22,0,3.87926e-24,0,2.8265e-23,0,0,0,4.67262e-22,0,6.46163e-13,0,1.36789e-18,0,1.03752e-09,0,5.90166e-19,0,5.72185e-19,0,1.17724e-25,0,3.34716e-23,0,3.40909e-26,0,2.01838e-24,0,1.2644e-22,0,6.72022e-30,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
44,0.066,1.37359e-28,0,2.65496e-17,0,1.28134e-14,0,3.8866e-13,0,1.36743e-13,0,1.51977e-18,0,2.01493e-15,0,1.06316e-13,0,6.63484e-13,0,5.41808e-10,0,1.04599e-16,0,1.37726e-22,0,1.37497e-22,0,3.98542e-24,0,2.87418e-23,0,0,0,5.01712e-22,0,6.63536e-13,0,1.404e-18,0,1.0376e-09,0,6.04265e-19,0,5.87591e-19,0,1.28971e-25,0,3.62696e-23,0,3.50238e-26,0,2.18288e-24,0,1.33442e-22,0,7.47718e-30,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
45,0.0675,9.64783e-29,0,1.86464e-17,0,1.01283e-14,0,3.28071e-13,0,1.25706e-13,0,9.94857e-19,0,1.51894e-15,0,8.64243e-14,0,6.80859e-13,0,5.42557e-10,0,1.07333e-16,0,1.46945e-22,0,1.44788e-22,0,4.09156e-24,0,2.91815e-23,0,0,0,5.37737e-22,0,6.80912e-13,0,1.4401e-18,0,1.03767e-09,0,6.17983e-19,0,6.02991e-19,0,1.41022e-25,0,3.91876e-23,0,3.59566e-26,0,2.35596e-24,0,1.40635e-22,0,8.29707e-30,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
46,0.069,6.77635e-29,0,1.30959e-17,0,8.00527e-15,0,2.76795e-13,0,1.04621e-13,0,6.51244e-19,0,1.145e-15,0,7.0228e-14,0,6.98237e-13,0,5.43276e-10,0,1.10067e-16,0,1.56551e-22,0,1.52266e-22,0,4.19769e-24,0,2.95855e-23,0,0,0,5.7536e-22,0,6.98291e-13,0,1.47618e-18,0,1.03773e-09,0,6.31328e-19,0,6.18385e-19,0,1.53914e-25,0,4.22244e-23,0,3.68893e-26,0,2.53782e-24,0,1.48017e-22,0,9.18335e-30,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
47,0.0705,4.75945e-29,0,9.19755e-18,0,6.32682e-15,0,2.3343e-13,0,8.27354e-14,0,4.26312e-19,0,8.63084e-16,0,5.70473e-14,0,7.15617e-13,0,5.43879e-10,0,1.12802e-16,0,1.66553e-22,0,1.59932e-22,0,4.30379e-24,0,2.99553e-23,0,0,0,6.14605e-22,0,7.15673e-13,0,1.51226e-18,0,1.03777e-09,0,6.44305e-19,0,6.33774e-19,0,1.67686e-25,0,4.53784e-23,0,3.78217e-26,0,2.72866e-24,0,1.5559e-22,0,1.01396e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
48,0.072,3.34281e-29,0,6.45967e-18,0,4.99999e-15,0,1.96778e-13,0,6.51501e-14,0,2.79069e-19,0,6.50562e-16,0,4.63257e-14,0,7.33e-13,0,5.44482e-10,0,1.15536e-16,0,1.76957e-22,0,1.67784e-22,0,4.40987e-24,0,3.02927e-23,0,0,0,6.55494e-22,0,7.33057e-13,0,1.54832e-18,0,1.0378e-09,0,6.56923e-19,0,6.49159e-19,0,1.82379e-25,0,4.86479e-23,0,3.8754e-26,0,2.92868e-24,0,1.63352e-22,0,1.11693e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
49,0.0735,2.34781e-29,0,4.53679e-18,0,3.9512e-15,0,1.65817e-13,0,5.36929e-14,0,1.82681e-19,0,4.90358e-16,0,3.7608e-14,0,7.50385e-13,0,5.45085e-10,0,1.18271e-16,0,1.8777e-22,0,1.75824e-22,0,4.51593e-24,0,3.05994e-23,0,0,0,6.98047e-22,0,7.50444e-13,0,1.58437e-18,0,1.03783e-09,0,6.69192e-19,0,6.6454e-19,0,1.98032e-25,0,5.20313e-23,0,3.9686e-26,0,3.13807e-24,0,1.71304e-22,0,1.22764e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
50,0.075,1.64897e-29,0,3.1863e-18,0,3.12225e-15,0,1.39677e-13,0,5.08437e-14,0,1.19585e-19,0,3.69597e-16,0,3.05225e-14,0,7.67772e-13,0,5.45673e-10,0,1.21006e-16,0,1.99001e-22,0,1.84049e-22,0,4.62196e-24,0,3.08772e-23,0,0,0,7.42287e-22,0,7.67832e-13,0,1.62041e-18,0,1.03785e-09,0,6.81121e-19,0,6.79918e-19,0,2.14688e-25,0,5.55268e-23,0,4.06177e-26,0,3.35703e-24,0,1.79445e-22,0,1.34647e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
51,0.0765,1.15813e-29,0,2.23782e-18,0,2.46711e-15,0,1.17618e-13,0,4.54209e-14,0,7.82819e-20,0,2.78571e-16,0,2.47657e-14,0,7.85162e-13,0,5.46155e-10,0,1.23741e-16,0,2.10656e-22,0,1.92461e-22,0,4.72795e-24,0,3.11281e-23,0,0,0,7.88231e-22,0,7.85223e-13,0,1.65645e-18,0,1.03786e-09,0,6.92719e-19,0,6.95292e-19,0,2.32389e-25,0,5.91326e-23,0,4.15492e-26,0,3.58575e-24,0,1.87776e-22,0,1.4738e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
52,0.078,8.13392e-30,0,1.57168e-18,0,1.94936e-15,0,9.90118e-14,0,3.92802e-14,0,5.12442e-20,0,2.09959e-16,0,2.00899e-14,0,8.02553e-13,0,5.46563e-10,0,1.26475e-16,0,2.22744e-22,0,2.01059e-22,0,4.83392e-24,0,3.13537e-23,0,0,0,8.35899e-22,0,8.02616e-13,0,1.69248e-18,0,1.03787e-09,0,7.03989e-19,0,7.10664e-19,0,2.51176e-25,0,6.28472e-23,0,4.24805e-26,0,3.82444e-24,0,1.96297e-22,0,1.61005e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
53,0.0795,5.71269e-30,0,1.10383e-18,0,1.54022e-15,0,8.33246e-14,0,3.36341e-14,0,3.3545e-20,0,1.58244e-16,0,1.62935e-14,0,8.19946e-13,0,5.46923e-10,0,1.2921e-16,0,2.3527e-22,0,2.09843e-22,0,4.93986e-24,0,3.1556e-23,0,0,0,8.85307e-22,0,8.2001e-13,0,1.72851e-18,0,1.03787e-09,0,7.14937e-19,0,7.26033e-19,0,2.71094e-25,0,6.66686e-23,0,4.34115e-26,0,4.07328e-24,0,2.05007e-22,0,1.75562e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
54,0.081,4.01217e-30,0,7.75245e-19,0,1.21691e-15,0,7.01037e-14,0,2.86034e-14,0,2.19589e-20,0,1.19266e-16,0,1.32118e-14,0,8.37341e-13,0,5.47228e-10,0,1.31945e-16,0,2.48243e-22,0,2.18812e-22,0,5.04577e-24,0,3.17368e-23,0,0,0,9.36473e-22,0,8.37406e-13,0,1.76453e-18,0,1.03787e-09,0,7.25571e-19,0,7.414e-19,0,2.92186e-25,0,7.05952e-23,0,4.43422e-26,0,4.33247e-24,0,2.13906e-22,0,1.91093e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
55,0.0825,2.81785e-30,0,5.44474e-19,0,9.61446e-16,0,5.89653e-14,0,2.42047e-14,0,1.43746e-20,0,8.98872e-17,0,1.07109e-14,0,8.54738e-13,0,5.47505e-10,0,1.3468e-16,0,2.61671e-22,0,2.27966e-22,0,5.15165e-24,0,3.18977e-23,0,0,0,9.89411e-22,0,8.54805e-13,0,1.80055e-18,0,1.03787e-09,0,7.35897e-19,0,7.56765e-19,0,3.14497e-25,0,7.46254e-23,0,4.52727e-26,0,4.60219e-24,0,2.22995e-22,0,2.07643e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
56,0.084,1.97904e-30,0,3.82398e-19,0,7.59592e-16,0,4.95848e-14,0,2.03127e-14,0,9.40975e-21,0,6.77449e-17,0,8.68197e-15,0,8.72136e-13,0,5.47767e-10,0,1.37414e-16,0,2.75559e-22,0,2.37306e-22,0,5.25751e-24,0,3.20405e-23,0,0,0,1.04414e-21,0,8.72204e-13,0,1.83656e-18,0,1.03786e-09,0,7.45923e-19,0,7.72128e-19,0,3.38072e-25,0,7.87575e-23,0,4.62029e-26,0,4.88264e-24,0,2.32274e-22,0,2.25254e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
57,0.0855,1.38992e-30,0,2.68568e-19,0,6.00104e-16,0,4.16872e-14,0,1.7002e-14,0,6.15973e-21,0,5.10566e-17,0,7.03623e-15,0,8.89536e-13,0,5.47989e-10,0,1.40149e-16,0,2.89917e-22,0,2.46831e-22,0,5.36333e-24,0,3.21667e-23,0,0,0,1.10066e-21,0,8.89606e-13,0,1.87257e-18,0,1.03785e-09,0,7.55657e-19,0,7.87489e-19,0,3.62956e-25,0,8.299e-23,0,4.71329e-26,0,5.174e-24,0,2.41742e-22,0,2.43973e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
58,0.087,9.76168e-31,0,1.88622e-19,0,4.74094e-16,0,3.50401e-14,0,1.4227e-14,0,4.03223e-21,0,3.8479e-17,0,5.70161e-15,0,9.06938e-13,0,5.48192e-10,0,1.42884e-16,0,3.0475e-22,0,2.56541e-22,0,5.46913e-24,0,3.22779e-23,0,0,0,1.159e-21,0,9.07009e-13,0,1.90857e-18,0,1.03784e-09,0,7.65106e-19,0,8.02849e-19,0,3.89197e-25,0,8.73216e-23,0,4.80626e-26,0,5.47647e-24,0,2.51399e-22,0,2.63846e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
59,0.0885,6.85581e-31,0,1.32474e-19,0,3.74537e-16,0,2.94471e-14,0,1.19553e-14,0,2.63954e-21,0,2.89997e-17,0,4.6195e-15,0,9.24342e-13,0,5.48371e-10,0,1.45619e-16,0,3.20067e-22,0,2.66435e-22,0,5.5749e-24,0,3.23755e-23,0,0,0,1.21917e-21,0,9.24414e-13,0,1.94457e-18,0,1.03783e-09,0,7.74278e-19,0,8.18207e-19,0,4.1684e-25,0,9.17507e-23,0,4.89922e-26,0,5.79022e-24,0,2.61245e-22,0,2.84919e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
60,0.09,4.81496e-31,0,9.30396e-20,0,2.95883e-16,0,2.47422e-14,0,1.00715e-14,0,1.72787e-21,0,2.18554e-17,0,3.74228e-15,0,9.41747e-13,0,5.48536e-10,0,1.48353e-16,0,3.35875e-22,0,2.76514e-22,0,5.68064e-24,0,3.24608e-23,0,0,0,1.28117e-21,0,9.41821e-13,0,1.98057e-18,0,1.03782e-09,0,7.83178e-19,0,8.33563e-19,0,4.45934e-25,0,9.62762e-23,0,4.99214e-26,0,6.11545e-24,0,2.71281e-22,0,3.07242e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
61,0.0915,3.38163e-31,0,6.53441e-20,0,2.33743e-16,0,2.07855e-14,0,8.45783e-15,0,1.13108e-21,0,1.64712e-17,0,3.03128e-15,0,9.59154e-13,0,5.48685e-10,0,1.51088e-16,0,3.52181e-22,0,2.86777e-22,0,5.78636e-24,0,3.25351e-23,0,0,0,1.34501e-21,0,9.59229e-13,0,2.01657e-18,0,1.03781e-09,0,7.91816e-19,0,8.48919e-19,0,4.76527e-25,0,1.00897e-22,0,5.08505e-26,0,6.45233e-24,0,2.81506e-22,0,3.30862e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
62,0.093,2.37497e-31,0,4.58928e-20,0,1.84651e-16,0,1.74587e-14,0,7.11946e-15,0,7.40421e-22,0,1.24133e-17,0,2.45509e-15,0,9.76562e-13,0,5.4883e-10,0,1.53823e-16,0,3.68992e-22,0,2.97225e-22,0,5.89206e-24,0,3.25997e-23,0,0,0,1.41071e-21,0,9.76638e-13,0,2.05256e-18,0,1.03779e-09,0,8.00199e-19,0,8.64273e-19,0,5.08667e-25,0,1.05611e-22,0,5.17793e-26,0,6.80106e-24,0,2.91921e-22,0,3.55831e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
63,0.0945,1.66798e-31,0,3.22316e-20,0,1.45868e-16,0,1.46621e-14,0,5.95599e-15,0,4.84688e-22,0,9.35511e-18,0,1.98822e-15,0,9.93972e-13,0,5.48963e-10,0,1.56557e-16,0,3.86316e-22,0,3.07857e-22,0,5.99773e-24,0,3.26554e-23,0,0,0,1.47827e-21,0,9.9405e-13,0,2.08855e-18,0,1.03778e-09,0,8.08332e-19,0,8.79626e-19,0,5.42403e-25,0,1.10419e-22,0,5.2708e-26,0,7.16181e-24,0,3.02524e-22,0,3.82199e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
64,0.096,1.17145e-31,0,2.26371e-20,0,1.1523e-16,0,1.23117e-14,0,5.03039e-15,0,3.17282e-22,0,7.05033e-18,0,1.60998e-15,0,1.01138e-12,0,5.49081e-10,0,1.59292e-16,0,4.0416e-22,0,3.18673e-22,0,6.10338e-24,0,3.27034e-23,0,0,0,1.54769e-21,0,1.01146e-12,0,2.12454e-18,0,1.03777e-09,0,8.16225e-19,0,8.94978e-19,0,5.77786e-25,0,1.15318e-22,0,5.36364e-26,0,7.53477e-24,0,3.13317e-22,0,4.10019e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
65,0.0975,8.22726e-32,0,1.58986e-20,0,9.10266e-17,0,1.03367e-14,0,4.22883e-15,0,2.07696e-22,0,5.31335e-18,0,1.30358e-15,0,1.0288e-12,0,5.49193e-10,0,1.62026e-16,0,4.22532e-22,0,3.29673e-22,0,6.20901e-24,0,3.27446e-23,0,0,0,1.619e-21,0,1.02888e-12,0,2.16053e-18,0,1.03775e-09,0,8.23882e-19,0,9.10328e-19,0,6.14865e-25,0,1.20309e-22,0,5.45647e-26,0,7.92011e-24,0,3.24299e-22,0,4.39344e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
66,0.099,5.77813e-32,0,1.1166e-20,0,7.19063e-17,0,8.67742e-15,0,3.54892e-15,0,1.3596e-22,0,4.0043e-18,0,1.05541e-15,0,1.04621e-12,0,5.493e-10,0,1.64761e-16,0,4.41439e-22,0,3.40857e-22,0,6.31461e-24,0,3.27796e-23,0,0,0,1.69217e-21,0,1.04629e-12,0,2.19651e-18,0,1.03774e-09,0,8.31312e-19,0,9.25678e-19,0,6.53692e-25,0,1.2539e-22,0,5.54928e-26,0,8.31802e-24,0,3.35471e-22,0,4.70228e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
67,0.1005,4.05806e-32,0,7.84215e-21,0,5.68019e-17,0,7.28363e-15,0,2.93986e-15,0,8.90011e-23,0,3.01775e-18,0,8.54412e-16,0,1.06363e-12,0,5.494e-10,0,1.67495e-16,0,4.60888e-22,0,3.52225e-22,0,6.4202e-24,0,3.28094e-23,0,0,0,1.76723e-21,0,1.06371e-12,0,2.2325e-18,0,1.03772e-09,0,8.3852e-19,0,9.41027e-19,0,6.94319e-25,0,1.3056e-22,0,5.64207e-26,0,8.72868e-24,0,3.46832e-22,0,5.02726e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
68,0.102,2.85003e-32,0,5.50774e-21,0,4.487e-17,0,6.11304e-15,0,2.45736e-15,0,5.82611e-23,0,2.27426e-18,0,6.91647e-16,0,1.08104e-12,0,5.49506e-10,0,1.7023e-16,0,4.80886e-22,0,3.63777e-22,0,6.52578e-24,0,3.28346e-23,0,0,0,1.84418e-21,0,1.08113e-12,0,2.26848e-18,0,1.0377e-09,0,8.45514e-19,0,9.56375e-19,0,7.36797e-25,0,1.3582e-22,0,5.73485e-26,0,9.15226e-24,0,3.58382e-22,0,5.36895e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
69,0.1035,2.00162e-32,0,3.86822e-21,0,3.54444e-17,0,5.13004e-15,0,2.02464e-15,0,3.81384e-23,0,1.71394e-18,0,5.59851e-16,0,1.09846e-12,0,5.49599e-10,0,1.72964e-16,0,5.01441e-22,0,3.75513e-22,0,6.63133e-24,0,3.28557e-23,0,0,0,1.92301e-21,0,1.09855e-12,0,2.30446e-18,0,1.03769e-09,0,8.52299e-19,0,9.71722e-19,0,7.81179e-25,0,1.41167e-22,0,5.82761e-26,0,9.58894e-24,0,3.70121e-22,0,5.72791e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
70,0.105,1.40577e-32,0,2.71675e-21,0,2.79986e-17,0,4.30469e-15,0,1.68695e-15,0,2.49658e-23,0,1.29167e-18,0,4.53142e-16,0,1.11588e-12,0,5.4969e-10,0,1.75698e-16,0,5.2256e-22,0,3.87432e-22,0,6.73686e-24,0,3.28733e-23,0,0,0,2.00373e-21,0,1.11597e-12,0,2.34044e-18,0,1.03767e-09,0,8.58882e-19,0,9.87068e-19,0,8.2752e-25,0,1.46603e-22,0,5.92035e-26,0,1.00389e-23,0,3.8205e-22,0,6.10474e-29,0,1.03877e-05,0,1173,0,1.03892e-05,0,101325,0
