Step,Time (s),Particle Count,Err,M0 (m-3),Err,Equiv. Sphere Diameter (m),Err,Collision Diameter (m),Err,Mobility Diameter (m),Err,Surface Area (m2/m3),Err,Avg. Surface Area (m2),Err,Fv,Err,Avg. Volume (m3),Err,Mass (kg/m3),Err,Avg. Mass (kg),Err,Mass2 (kg2/m6),Err,Mass3 (kg3/m9),Err,Avg num coags,Err,Max num coags,Err,silica,Err,Avg. silica,Err,Number of Si atoms (cm-3),Err,Number of O atoms (cm-3),Err,Number of OH atoms (cm-3),Err,Avg. Number of Primaries per Particle (-),Err,Avg. Primary Diameter (nm),Err,Avg. Sintering Level (-),Err,Avg. Particle Mass (kg),Err,Avg. Sintering Rate (m2/s),Err,Avg. Sintering Time (s),Err,Avg. Create Time (s),Err
96,0.144,16384,0,1.41993e+15,0,1.91102e-08,0,3.09153e-08,0,3.09153e-08,0,4.173,0,2.93889e-15,0,7.26165e-09,0,5.11411e-24,0,1.59756e-05,0,1.1251e-20,0,3.72026e-25,0,1.30975e-44,0,842.751,0,6085,0,1.44953e+14,0,102085,0,1.56267e+14,0,2.98618e+14,0,2.68391e+13,0,14.176,0,8.03179,0,0.123091,0,1.1251e-20,0,3.547e-15,0,0.142348,0,0.0710784,0
97,0.1455,16384,0,1.40067e+15,0,1.92002e-08,0,3.11389e-08,0,3.11389e-08,0,4.16916,0,2.97655e-15,0,7.26153e-09,0,5.18434e-24,0,1.59754e-05,0,1.14055e-20,0,3.76245e-25,0,1.33689e-44,0,843.593,0,6085,0,1.44954e+14,0,103489,0,1.56266e+14,0,2.9862e+14,0,2.6829e+13,0,14.3384,0,8.03709,0,0.121657,0,1.14055e-20,0,3.49223e-15,0,0.143852,0,0.0710807,0
98,0.147,16384,0,1.37881e+15,0,1.93066e-08,0,3.14004e-08,0,3.14004e-08,0,4.16453,0,3.02038e-15,0,7.26117e-09,0,5.26625e-24,0,1.59746e-05,0,1.15858e-20,0,3.81479e-25,0,1.37493e-44,0,845.63,0,6085,0,1.44953e+14,0,105129,0,1.56263e+14,0,2.98616e+14,0,2.68084e+13,0,14.5295,0,8.0422,0,0.121461,0,1.15858e-20,0,3.49097e-15,0,0.145356,0,0.0711044,0
99,0.1485,16384,0,1.36036e+15,0,1.93877e-08,0,3.16107e-08,0,3.16107e-08,0,4.16039,0,3.0583e-15,0,7.26078e-09,0,5.33739e-24,0,1.59737e-05,0,1.17423e-20,0,3.86436e-25,0,1.40988e-44,0,846.87,0,6085,0,1.4495e+14,0,106553,0,1.5626e+14,0,2.98615e+14,0,2.67858e+13,0,14.6951,0,8.04766,0,0.120033,0,1.17423e-20,0,3.46098e-15,0,0.146857,0,0.0711043,0
100,0.15,16384,0,1.34311e+15,0,1.94696e-08,0,3.18149e-08,0,3.18149e-08,0,4.15593,0,3.09426e-15,0,7.26105e-09,0,5.40615e-24,0,1.59743e-05,0,1.18935e-20,0,3.90982e-25,0,1.44246e-44,0,848.196,0,6085,0,1.44955e+14,0,107925,0,1.56265e+14,0,2.98627e+14,0,2.67866e+13,0,14.8525,0,8.05193,0,0.119317,0,1.18935e-20,0,3.39191e-15,0,0.148359,0,0.0711089,0
101,0.158,16384,0,1.23743e+15,0,2.00706e-08,0,3.32837e-08,0,3.32837e-08,0,4.13282,0,3.33985e-15,0,7.25928e-09,0,5.86642e-24,0,1.59704e-05,0,1.29061e-20,0,4.16017e-25,0,1.62121e-44,0,858.184,0,6085,0,1.44949e+14,0,117137,0,1.56258e+14,0,2.98663e+14,0,2.66263e+13,0,15.9587,0,8.07656,0,0.113645,0,1.29061e-20,0,3.39996e-15,0,0.156381,0,0.071223,0
102,0.166,16384,0,1.15621e+15,0,2.05594e-08,0,3.45183e-08,0,3.45183e-08,0,4.11378,0,3.55798e-15,0,7.25839e-09,0,6.27773e-24,0,1.59685e-05,0,1.3811e-20,0,4.40509e-25,0,1.81057e-44,0,868.039,0,6085,0,1.44949e+14,0,125365,0,1.56259e+14,0,2.98733e+14,0,2.64888e+13,0,16.928,0,8.08246,0,0.11094,0,1.3811e-20,0,3.29297e-15,0,0.164397,0,0.0712778,0
103,0.174,16384,0,1.08745e+15,0,2.10115e-08,0,3.56571e-08,0,3.56571e-08,0,4.09468,0,3.76539e-15,0,7.25721e-09,0,6.67358e-24,0,1.59659e-05,0,1.46819e-20,0,4.64097e-25,0,2.0034e-44,0,873.337,0,6085,0,1.44945e+14,0,133289,0,1.56253e+14,0,2.98789e+14,0,2.63533e+13,0,17.8348,0,8.10028,0,0.109035,0,1.46819e-20,0,3.23338e-15,0,0.17241,0,0.0713378,0
104,0.182,16384,0,1.01212e+15,0,2.16203e-08,0,3.71645e-08,0,3.71645e-08,0,4.07737,0,4.02853e-15,0,7.25672e-09,0,7.1698e-24,0,1.59648e-05,0,1.57736e-20,0,4.88769e-25,0,2.21548e-44,0,884.548,0,6086,0,1.44945e+14,0,143209,0,1.56253e+14,0,2.98856e+14,0,2.62539e+13,0,19.0158,0,8.11714,0,0.105306,0,1.57736e-20,0,3.21692e-15,0,0.180437,0,0.0714648,0
105,0.19,16384,0,9.57567e+14,0,2.20384e-08,0,3.82664e-08,0,3.82664e-08,0,4.0617,0,4.24169e-15,0,7.25637e-09,0,7.57792e-24,0,1.5964e-05,0,1.66714e-20,0,5.13285e-25,0,2.43918e-44,0,888.406,0,6086,0,1.44944e+14,0,151368,0,1.56252e+14,0,2.98902e+14,0,2.61839e+13,0,19.9538,0,8.13836,0,0.101198,0,1.66714e-20,0,3.24726e-15,0,0.188446,0,0.0715003,0
106,0.198,16384,0,9.14608e+14,0,2.23695e-08,0,3.91699e-08,0,3.91699e-08,0,4.04912,0,4.42717e-15,0,7.2558e-09,0,7.93324e-24,0,1.59628e-05,0,1.74531e-20,0,5.35159e-25,0,2.63969e-44,0,892.211,0,6086,0,1.44946e+14,0,158479,0,1.56251e+14,0,2.98929e+14,0,2.61169e+13,0,20.7634,0,8.1503,0,0.0988539,0,1.74531e-20,0,3.19479e-15,0,0.196452,0,0.0715265,0
107,0.206,16384,0,8.66597e+14,0,2.28168e-08,0,4.03422e-08,0,4.03422e-08,0,4.03459,0,4.65567e-15,0,7.25567e-09,0,8.3726e-24,0,1.59625e-05,0,1.84197e-20,0,5.60256e-25,0,2.89556e-44,0,898.007,0,6086,0,1.44947e+14,0,167260,0,1.56254e+14,0,2.98995e+14,0,2.60397e+13,0,21.785,0,8.15603,0,0.0978201,0,1.84197e-20,0,3.21298e-15,0,0.204463,0,0.0715619,0
108,0.214,16384,0,8.30335e+14,0,2.31421e-08,0,4.12423e-08,0,4.12423e-08,0,4.02349,0,4.84562e-15,0,7.25553e-09,0,8.73807e-24,0,1.59622e-05,0,1.92238e-20,0,5.8248e-25,0,3.1258e-44,0,900.271,0,6086,0,1.44955e+14,0,174574,0,1.5626e+14,0,2.99021e+14,0,2.59933e+13,0,22.6149,0,8.16234,0,0.0973812,0,1.92238e-20,0,3.12039e-15,0,0.212468,0,0.0715842,0
109,0.222,16384,0,7.87136e+14,0,2.36388e-08,0,4.25454e-08,0,4.25454e-08,0,4.01238,0,5.09744e-15,0,7.25584e-09,0,9.21802e-24,0,1.59628e-05,0,2.02796e-20,0,6.05877e-25,0,3.37124e-44,0,906.766,0,6086,0,1.44966e+14,0,184169,0,1.56272e+14,0,2.99065e+14,0,2.59561e+13,0,23.7166,0,8.16503,0,0.0950783,0,2.02796e-20,0,3.16658e-15,0,0.220482,0,0.0716342,0
110,0.23,16384,0,7.52152e+14,0,2.40385e-08,0,4.3619e-08,0,4.3619e-08,0,4.00101,0,5.31942e-15,0,7.25562e-09,0,9.64649e-24,0,1.59624e-05,0,2.12223e-20,0,6.29269e-25,0,3.62888e-44,0,912.715,0,6086,0,1.44968e+14,0,192738,0,1.56274e+14,0,2.99103e+14,0,2.58996e+13,0,24.6809,0,8.17547,0,0.0942489,0,2.12223e-20,0,3.13506e-15,0,0.228492,0,0.0716859,0
111,0.238,16384,0,7.25732e+14,0,2.43203e-08,0,4.44137e-08,0,4.44137e-08,0,3.99085,0,5.49907e-15,0,7.25521e-09,0,9.99709e-24,0,1.59615e-05,0,2.19936e-20,0,6.49816e-25,0,3.85166e-44,0,913.585,0,6086,0,1.44973e+14,0,199761,0,1.56277e+14,0,2.9912e+14,0,2.58465e+13,0,25.454,0,8.18098,0,0.0944645,0,2.19936e-20,0,3.10985e-15,0,0.236497,0,0.0716999,0
112,0.246,16384,0,6.9409e+14,0,2.47544e-08,0,4.55628e-08,0,4.55628e-08,0,3.97984,0,5.7339e-15,0,7.25459e-09,0,1.04519e-23,0,1.59601e-05,0,2.29943e-20,0,6.72635e-25,0,4.12241e-44,0,922.091,0,6086,0,1.44968e+14,0,208861,0,1.56273e+14,0,2.99141e+14,0,2.57859e+13,0,26.4692,0,8.18132,0,0.0940495,0,2.29943e-20,0,3.14342e-15,0,0.244504,0,0.0717335,0
113,0.254,16384,0,6.66464e+14,0,2.51263e-08,0,4.65777e-08,0,4.65777e-08,0,3.96821,0,5.95412e-15,0,7.25418e-09,0,1.08846e-23,0,1.59592e-05,0,2.39461e-20,0,6.95158e-25,0,4.39237e-44,0,928.766,0,6086,0,1.44966e+14,0,217516,0,1.56272e+14,0,2.99162e+14,0,2.57362e+13,0,27.4411,0,8.18614,0,0.093004,0,2.39461e-20,0,3.12055e-15,0,0.252511,0,0.0717526,0
114,0.262,16384,0,6.41697e+14,0,2.54798e-08,0,4.75509e-08,0,4.75509e-08,0,3.95842,0,6.16867e-15,0,7.2539e-09,0,1.13042e-23,0,1.59586e-05,0,2.48693e-20,0,7.17416e-25,0,4.67582e-44,0,932.531,0,6086,0,1.44966e+14,0,225910,0,1.56271e+14,0,2.9918e+14,0,2.56996e+13,0,28.3716,0,8.19424,0,0.0925539,0,2.48693e-20,0,3.075e-15,0,0.260517,0,0.0717699,0
115,0.27,16384,0,6.19112e+14,0,2.58178e-08,0,4.85055e-08,0,4.85055e-08,0,3.95069,0,6.38121e-15,0,7.25364e-09,0,1.17162e-23,0,1.5958e-05,0,2.57756e-20,0,7.39062e-25,0,4.95648e-44,0,936.56,0,6086,0,1.44967e+14,0,234153,0,1.56272e+14,0,2.99203e+14,0,2.5656e+13,0,29.2925,0,8.18807,0,0.0917249,0,2.57756e-20,0,3.09104e-15,0,0.268524,0,0.071813,0
116,0.278,16384,0,6.02184e+14,0,2.60528e-08,0,4.92042e-08,0,4.92042e-08,0,3.94494,0,6.55105e-15,0,7.25356e-09,0,1.20454e-23,0,1.59578e-05,0,2.64999e-20,0,7.59848e-25,0,5.23587e-44,0,937.166,0,6086,0,1.44972e+14,0,240744,0,1.56278e+14,0,2.99219e+14,0,2.56258e+13,0,29.9935,0,8.20069,0,0.0887385,0,2.64999e-20,0,3.04615e-15,0,0.276528,0,0.0718217,0
117,0.286,16384,0,5.83308e+14,0,2.63534e-08,0,5.00593e-08,0,5.00593e-08,0,3.93705,0,6.74952e-15,0,7.253e-09,0,1.24342e-23,0,1.59566e-05,0,2.73553e-20,0,7.81024e-25,0,5.52661e-44,0,941.236,0,6086,0,1.44968e+14,0,248528,0,1.56273e+14,0,2.99231e+14,0,2.55772e+13,0,30.8439,0,8.21067,0,0.0863372,0,2.73553e-20,0,3.04788e-15,0,0.284533,0,0.071865,0
118,0.294,16384,0,5.64962e+14,0,2.66669e-08,0,5.09735e-08,0,5.09735e-08,0,3.93197,0,6.9597e-15,0,7.25259e-09,0,1.28373e-23,0,1.59557e-05,0,2.82421e-20,0,8.0153e-25,0,5.81309e-44,0,944.349,0,6086,0,1.44968e+14,0,256598,0,1.56273e+14,0,2.99227e+14,0,2.555e+13,0,31.697,0,8.21648,0,0.0849468,0,2.82421e-20,0,3.01475e-15,0,0.29254,0,0.0718946,0
119,0.302,16384,0,5.494e+14,0,2.69138e-08,0,5.17115e-08,0,5.17115e-08,0,3.92518,0,7.14448e-15,0,7.25259e-09,0,1.32009e-23,0,1.59557e-05,0,2.90421e-20,0,8.2345e-25,0,6.13376e-44,0,946.044,0,6086,0,1.44972e+14,0,263874,0,1.56276e+14,0,2.99252e+14,0,2.55206e+13,0,32.4865,0,8.22506,0,0.0846211,0,2.90421e-20,0,2.99494e-15,0,0.300545,0,0.0719027,0
120,0.31,16384,0,5.36056e+14,0,2.71509e-08,0,5.24167e-08,0,5.24167e-08,0,3.92126,0,7.31501e-15,0,7.25271e-09,0,1.35297e-23,0,1.5956e-05,0,2.97654e-20,0,8.4138e-25,0,6.39585e-44,0,948.263,0,6087,0,1.44977e+14,0,270450,0,1.56282e+14,0,2.99274e+14,0,2.54988e+13,0,33.1752,0,8.23671,0,0.0826914,0,2.97654e-20,0,2.99257e-15,0,0.308549,0,0.0719244,0
121,0.318,16384,0,5.19917e+14,0,2.74777e-08,0,5.33459e-08,0,5.33459e-08,0,3.91445,0,7.52899e-15,0,7.25233e-09,0,1.3949e-23,0,1.59551e-05,0,3.06878e-20,0,8.61387e-25,0,6.69425e-44,0,952.006,0,6087,0,1.44977e+14,0,278847,0,1.56282e+14,0,2.99279e+14,0,2.54646e+13,0,34.1027,0,8.23729,0,0.0800963,0,3.06878e-20,0,2.98578e-15,0,0.316559,0,0.0719412,0
122,0.326,16384,0,5.05625e+14,0,2.77606e-08,0,5.41707e-08,0,5.41707e-08,0,3.9081,0,7.72925e-15,0,7.2522e-09,0,1.43431e-23,0,1.59548e-05,0,3.15547e-20,0,8.81849e-25,0,7.00792e-44,0,955.641,0,6087,0,1.44981e+14,0,286737,0,1.56285e+14,0,2.99298e+14,0,2.54321e+13,0,34.9469,0,8.24,0,0.079245,0,3.15547e-20,0,3.01266e-15,0,0.324564,0,0.0719543,0
123,0.334,16384,0,4.92572e+14,0,2.80328e-08,0,5.49558e-08,0,5.49558e-08,0,3.90193,0,7.92155e-15,0,7.25165e-09,0,1.4722e-23,0,1.59536e-05,0,3.23884e-20,0,9.02224e-25,0,7.33738e-44,0,956.936,0,6087,0,1.44981e+14,0,294334,0,1.56284e+14,0,2.99298e+14,0,2.53917e+13,0,35.7836,0,8.24355,0,0.0791789,0,3.23884e-20,0,2.97323e-15,0,0.332567,0,0.0719869,0
124,0.342,16384,0,4.79113e+14,0,2.83189e-08,0,5.58076e-08,0,5.58076e-08,0,3.89661,0,8.13298e-15,0,7.25133e-09,0,1.51349e-23,0,1.59529e-05,0,3.32968e-20,0,9.22384e-25,0,7.64358e-44,0,959.632,0,6087,0,1.44984e+14,0,302609,0,1.56285e+14,0,2.993e+14,0,2.53632e+13,0,36.6837,0,8.24333,0,0.0788602,0,3.32968e-20,0,2.96721e-15,0,0.340571,0,0.0719985,0
125,0.35,16384,0,4.68604e+14,0,2.85238e-08,0,5.64484e-08,0,5.64484e-08,0,3.89208,0,8.30568e-15,0,7.25127e-09,0,1.54742e-23,0,1.59528e-05,0,3.40432e-20,0,9.42857e-25,0,7.9786e-44,0,960.294,0,6087,0,1.44988e+14,0,309405,0,1.56289e+14,0,2.99308e+14,0,2.53435e+13,0,37.4088,0,8.25194,0,0.0783195,0,3.40432e-20,0,2.94372e-15,0,0.348574,0,0.0720089,0
126,0.3725,16384,0,4.39436e+14,0,2.92209e-08,0,5.85215e-08,0,5.85215e-08,0,3.87999,0,8.82947e-15,0,7.25077e-09,0,1.65001e-23,0,1.59517e-05,0,3.63003e-20,0,9.95548e-25,0,8.89372e-44,0,966.334,0,6087,0,1.44989e+14,0,329943,0,1.5629e+14,0,2.99363e+14,0,2.52501e+13,0,39.5931,0,8.25872,0,0.0767899,0,3.63003e-20,0,2.9382e-15,0,0.371088,0,0.0720761,0
127,0.395,16384,0,4.14061e+14,0,2.98426e-08,0,6.0447e-08,0,6.0447e-08,0,3.86906,0,9.3442e-15,0,7.25039e-09,0,1.75105e-23,0,1.59509e-05,0,3.8523e-20,0,1.04966e-24,0,9.86079e-44,0,971.419,0,6087,0,1.44992e+14,0,350170,0,1.56293e+14,0,2.99421e+14,0,2.51628e+13,0,41.7404,0,8.26641,0,0.0754309,0,3.8523e-20,0,2.92748e-15,0,0.393598,0,0.0720995,0
128,0.4175,16384,0,3.91045e+14,0,3.04578e-08,0,6.23598e-08,0,6.23598e-08,0,3.85726,0,9.86398e-15,0,7.25007e-09,0,1.85403e-23,0,1.59502e-05,0,4.07886e-20,0,1.10413e-24,0,1.08889e-43,0,978.835,0,6087,0,1.4499e+14,0,370776,0,1.56293e+14,0,2.99481e+14,0,2.50811e+13,0,43.9193,0,8.27573,0,0.0735712,0,4.07886e-20,0,2.91244e-15,0,0.416109,0,0.0721298,0
129,0.44,16384,0,3.70927e+14,0,3.10277e-08,0,6.41561e-08,0,6.41561e-08,0,3.84655,0,1.03701e-14,0,7.24922e-09,0,1.95435e-23,0,1.59483e-05,0,4.29957e-20,0,1.15722e-24,0,1.18981e-43,0,979.703,0,6087,0,1.44987e+14,0,390877,0,1.5629e+14,0,2.99515e+14,0,2.49882e+13,0,46.075,0,8.27638,0,0.0725987,0,4.29957e-20,0,2.89334e-15,0,0.438618,0,0.0721738,0
130,0.4625,16384,0,3.55226e+14,0,3.14705e-08,0,6.5595e-08,0,6.5595e-08,0,3.83652,0,1.08002e-14,0,7.24841e-09,0,2.04051e-23,0,1.59465e-05,0,4.48912e-20,0,1.21093e-24,0,1.30425e-43,0,981.433,0,6087,0,1.44983e+14,0,408145,0,1.56287e+14,0,2.99538e+14,0,2.49082e+13,0,47.8284,0,8.28382,0,0.0713769,0,4.48912e-20,0,2.87882e-15,0,0.461126,0,0.0721892,0
131,0.485,16384,0,3.37373e+14,0,3.20782e-08,0,6.75139e-08,0,6.75139e-08,0,3.82745,0,1.13448e-14,0,7.248e-09,0,2.14836e-23,0,1.59456e-05,0,4.72639e-20,0,1.26311e-24,0,1.41471e-43,0,982.14,0,6087,0,1.44983e+14,0,429740,0,1.56287e+14,0,2.99583e+14,0,2.48336e+13,0,50.0996,0,8.2891,0,0.0697272,0,4.72639e-20,0,2.89115e-15,0,0.483633,0,0.072218,0
132,0.5075,16384,0,3.22783e+14,0,3.25782e-08,0,6.9136e-08,0,6.9136e-08,0,3.81862,0,1.18303e-14,0,7.2472e-09,0,2.24523e-23,0,1.59438e-05,0,4.9395e-20,0,1.31306e-24,0,1.52483e-43,0,982.699,0,6087,0,1.4498e+14,0,449157,0,1.56283e+14,0,2.99604e+14,0,2.47577e+13,0,52.12,0,8.29032,0,0.0692456,0,4.9395e-20,0,2.86872e-15,0,0.506141,0,0.0722368,0
133,0.53,16384,0,3.09455e+14,0,3.30636e-08,0,7.07376e-08,0,7.07376e-08,0,3.81088,0,1.23148e-14,0,7.24668e-09,0,2.34175e-23,0,1.59427e-05,0,5.15186e-20,0,1.36468e-24,0,1.64895e-43,0,982.735,0,6087,0,1.44979e+14,0,468496,0,1.56282e+14,0,2.99637e+14,0,2.46873e+13,0,54.0923,0,8.29285,0,0.0683968,0,5.15186e-20,0,2.87648e-15,0,0.528647,0,0.0722565,0
134,0.5525,16384,0,2.9907e+14,0,3.34326e-08,0,7.19965e-08,0,7.19965e-08,0,3.805,0,1.27228e-14,0,7.2464e-09,0,2.42298e-23,0,1.59421e-05,0,5.33056e-20,0,1.41469e-24,0,1.77396e-43,0,983.09,0,6087,0,1.44982e+14,0,484777,0,1.56285e+14,0,2.99668e+14,0,2.46319e+13,0,55.7308,0,8.29468,0,0.0680151,0,5.33056e-20,0,2.84486e-15,0,0.551152,0,0.0722673,0
135,0.575,16384,0,2.8984e+14,0,3.3782e-08,0,7.31846e-08,0,7.31846e-08,0,3.79926,0,1.31081e-14,0,7.24602e-09,0,2.50001e-23,0,1.59412e-05,0,5.50002e-20,0,1.4592e-24,0,1.88799e-43,0,984.381,0,6087,0,1.4498e+14,0,500207,0,1.56284e+14,0,2.99694e+14,0,2.45801e+13,0,57.2592,0,8.30456,0,0.0675405,0,5.50002e-20,0,2.83613e-15,0,0.573656,0,0.0722797,0
136,0.5975,16384,0,2.80383e+14,0,3.4171e-08,0,7.44915e-08,0,7.44915e-08,0,3.79289,0,1.35275e-14,0,7.24593e-09,0,2.5843e-23,0,1.59411e-05,0,5.68545e-20,0,1.50658e-24,0,2.01733e-43,0,985.425,0,6087,0,1.44984e+14,0,517091,0,1.56287e+14,0,2.99729e+14,0,2.45343e+13,0,58.9776,0,8.30342,0,0.0671616,0,5.68545e-20,0,2.8171e-15,0,0.59616,0,0.0722924,0
137,0.62,16384,0,2.69753e+14,0,3.4674e-08,0,7.61322e-08,0,7.61322e-08,0,3.78558,0,1.40335e-14,0,7.24581e-09,0,2.68609e-23,0,1.59408e-05,0,5.9094e-20,0,1.55508e-24,0,2.14587e-43,0,986.037,0,6087,0,1.44988e+14,0,537485,0,1.56292e+14,0,2.99756e+14,0,2.44915e+13,0,61.0542,0,8.31656,0,0.0659627,0,5.9094e-20,0,2.82535e-15,0,0.618666,0,0.0723126,0
138,0.6425,16384,0,2.61464e+14,0,3.50446e-08,0,7.7407e-08,0,7.7407e-08,0,3.78009,0,1.44574e-14,0,7.2456e-09,0,2.77116e-23,0,1.59403e-05,0,6.09656e-20,0,1.60231e-24,0,2.27332e-43,0,986.331,0,6087,0,1.4499e+14,0,554531,0,1.56295e+14,0,2.99777e+14,0,2.44514e+13,0,62.7479,0,8.32491,0,0.0648034,0,6.09656e-20,0,2.82564e-15,0,0.641171,0,0.0723232,0
139,0.665,16384,0,2.52964e+14,0,3.54676e-08,0,7.88732e-08,0,7.88732e-08,0,3.77707,0,1.49312e-14,0,7.24526e-09,0,2.86414e-23,0,1.59396e-05,0,6.30111e-20,0,1.64938e-24,0,2.41027e-43,0,987.266,0,6087,0,1.44991e+14,0,573167,0,1.56295e+14,0,2.99797e+14,0,2.4406e+13,0,64.62,0,8.32925,0,0.0636076,0,6.30111e-20,0,2.8136e-15,0,0.663676,0,0.0723336,0
140,0.6875,16384,0,2.46642e+14,0,3.57711e-08,0,7.99755e-08,0,7.99755e-08,0,3.77519,0,1.53063e-14,0,7.24478e-09,0,2.93736e-23,0,1.59385e-05,0,6.4622e-20,0,1.68973e-24,0,2.53317e-43,0,989.152,0,6087,0,1.44991e+14,0,587858,0,1.56293e+14,0,2.99815e+14,0,2.43532e+13,0,66.0206,0,8.34107,0,0.0623778,0,6.4622e-20,0,2.76757e-15,0,0.68618,0,0.0723402,0
141,0.71,16384,0,2.38526e+14,0,3.62079e-08,0,8.14887e-08,0,8.14887e-08,0,3.77055,0,1.58077e-14,0,7.24426e-09,0,3.03709e-23,0,1.59374e-05,0,6.68159e-20,0,1.73752e-24,0,2.67144e-43,0,989.919,0,6087,0,1.44989e+14,0,607853,0,1.56292e+14,0,2.99827e+14,0,2.43043e+13,0,68.0445,0,8.34724,0,0.0613541,0,6.68159e-20,0,2.78079e-15,0,0.708685,0,0.0723526,0
142,0.7325,16384,0,2.31433e+14,0,3.65967e-08,0,8.28848e-08,0,8.28848e-08,0,3.76794,0,1.62809e-14,0,7.244e-09,0,3.13007e-23,0,1.59368e-05,0,6.88615e-20,0,1.78248e-24,0,2.80986e-43,0,992.311,0,6087,0,1.4499e+14,0,626487,0,1.56292e+14,0,2.99849e+14,0,2.42627e+13,0,69.8981,0,8.35077,0,0.0604925,0,6.88615e-20,0,2.78415e-15,0,0.73119,0,0.072362,0
143,0.755,16384,0,2.25158e+14,0,3.69654e-08,0,8.41716e-08,0,8.41716e-08,0,3.7642,0,1.6718e-14,0,7.24361e-09,0,3.21712e-23,0,1.5936e-05,0,7.07767e-20,0,1.82713e-24,0,2.95505e-43,0,992.194,0,6088,0,1.44989e+14,0,643944,0,1.56291e+14,0,2.99865e+14,0,2.4219e+13,0,71.6272,0,8.3519,0,0.0598273,0,7.07767e-20,0,2.79102e-15,0,0.753694,0,0.072372,0
144,0.7775,16384,0,2.18548e+14,0,3.73901e-08,0,8.56233e-08,0,8.56233e-08,0,3.75994,0,1.72042e-14,0,7.24346e-09,0,3.31435e-23,0,1.59356e-05,0,7.29157e-20,0,1.87613e-24,0,3.11983e-43,0,997.356,0,6089,0,1.4499e+14,0,663423,0,1.56293e+14,0,2.99882e+14,0,2.41877e+13,0,73.5828,0,8.34851,0,0.0595566,0,7.29157e-20,0,2.79554e-15,0,0.776201,0,0.0723897,0
145,0.8,16384,0,2.13255e+14,0,3.77165e-08,0,8.67898e-08,0,8.67898e-08,0,3.75647,0,1.76149e-14,0,7.24316e-09,0,3.39648e-23,0,1.59349e-05,0,7.47225e-20,0,1.9175e-24,0,3.26077e-43,0,997.175,0,6089,0,1.4499e+14,0,679891,0,1.56294e+14,0,2.99896e+14,0,2.41502e+13,0,75.1856,0,8.35216,0,0.0591546,0,7.47225e-20,0,2.79844e-15,0,0.798704,0,0.0723978,0